1;6;Weekend Warriors;Cap'n Crunch (Cereal);s1e6_1;4837,4838,4840;
1;6;Weekend Warriors;Glory (Movie);s1e6_2;4864,4881;
1;6;Weekend Warriors;Denzel Washington (Actor);s1e6_3;4865,4866,4876;
1;6;Weekend Warriors;Abraham Lincoln (16th President of the United States);s1e6_4;4520,4935;
1;6;Weekend Warriors;Phil Mickelson (Athlete);s1e6_5;4926;
1;6;Weekend Warriors;Four score and seven years ago... (Reference to Abraham Lincoln's Gettysburg Address);s1e6_6;5005;https://youtu.be/BvA0J_2ZpIQ?t=8
1;6;Weekend Warriors;Ask not what your country can do for you, ask what you can do for your country (Referencing the inaugural address of John F. Kennedy);s1e6_7;5007;https://youtu.be/PzRg--jhO8g
1;6;Weekend Warriors;War and Peace (Novel);s1e6_8;5109;
1;6;Weekend Warriors;William Quantrill (Confederate guerrilla leader);s1e6_9;4520;
1;6;Weekend Warriors;Engelbert Humperdinck (Singer);s1e6_10;4797;
1;6;Weekend Warriors;Mary Hart (Television personality and actress);s1e6_11;4900;
1;7;Who Ya Gonna Call?;Poltergeist (Movie);s1e7_2;5434;https://youtu.be/OHSsuX7VoQY?t=230
1;7;Who Ya Gonna Call?;Poltergeist II: The Other Side (Movie);s1e7_3;5434;
1;7;Who Ya Gonna Call?;Gremlins (Movie);s1e7_4;5435;
1;7;Who Ya Gonna Call?;Jaws (Movie);s1e7_5;5671,5673;
1;7;Who Ya Gonna Call?;Roy Scheider (Actor);s1e7_6;5671;
1;7;Who Ya Gonna Call?;Martin Brody (Character from the movie Jaws);s1e7_7;5669,5670,5919,5920;
1;7;Who Ya Gonna Call?;The Flying Nun (TV Show);s1e7_8;5746;
1;7;Who Ya Gonna Call?;Sally Field (Actress);s1e7_9;5755;
1;7;Who Ya Gonna Call?;Terry Bradshaw (Athlete/Actor);s1e7_10;5757;
1;7;Who Ya Gonna Call?;Smokey and the Bandit (Movie);s1e7_11;5747,5748;
1;7;Who Ya Gonna Call?;Norma Rae (Movie);s1e7_12;5759;
1;7;Who Ya Gonna Call?;Hooper (Movie);s1e7_13;5752,5753,5754,5755;
1;7;Who Ya Gonna Call?;Pete Rose (Athlete);s1e7_14;5307,5309,5310,5311,5316;
1;7;Who Ya Gonna Call?;Reds (Major League Baseball team);s1e7_15;5325;
1;7;Who Ya Gonna Call?;Pet Sematary (Movie);s1e7_16;5418,5433;
1;7;Who Ya Gonna Call?;Louvre (Art museum);s1e7_17;5649,5651,5652,5653;
1;7;Who Ya Gonna Call?;Night Gallery (TV Show);s1e7_18;5654;
1;7;Who Ya Gonna Call?;Sybil (Movie);s1e7_19;5746;https://youtu.be/HJe0_pPA0x8
1;7;Who Ya Gonna Call?;Do you feel pretty? (Reference to the I Feel Pretty song from the movie West Side Story);s1e7_20;5794,5795,5796,5798;
1;7;Who Ya Gonna Call?;Whippet (Dog breed);s1e7_21;5696;
1;8;Shawn vs. the Red Phantom;Columbo (Character from the TV show Columbo);s1e8_1;6193;
1;8;Shawn vs. the Red Phantom;Star Trek IV: The Voyage Home (Movie);s1e8_2;6402;
1;8;Shawn vs. the Red Phantom;George Takei (Actor);s1e8_3;6244,6245,6246,6396,6409,6413,6522,6532,6534,6618,6621,6625,6707,6768;
1;8;Shawn vs. the Red Phantom;Hikaru Sulu (Character from the Star Trek series);s1e8_4;6249,6263,6774;
1;8;Shawn vs. the Red Phantom;Wolf With A Lightsaber (Referencing Chewbacca in the Star Wars movies);s1e8_5;6266,6267;
1;8;Shawn vs. the Red Phantom;Professor X (Character in the X-Men comics);s1e8_6;6343,6344;
1;8;Shawn vs. the Red Phantom;Johnny Depp (Actor);s1e8_7;6424;https://youtu.be/Pg8AwEY4hFE
1;8;Shawn vs. the Red Phantom;Kate Moss (Model);s1e8_8;6429;
1;8;Shawn vs. the Red Phantom;Stephen Dorff (Actor);s1e8_9;6432;
1;8;Shawn vs. the Red Phantom;Keith Moon (Musician);s1e8_10;6444;
1;8;Shawn vs. the Red Phantom;Jan Brady (Character from the TV show The Brady Bunch);s1e8_11;6486;
1;8;Shawn vs. the Red Phantom;Tina Yothers (Actress);s1e8_12;6487;
1;8;Shawn vs. the Red Phantom;Urkel (Character from the TV show Family Matters);s1e8_13;6484;
1;8;Shawn vs. the Red Phantom;T2 (Referencing the movie Terminator 2: Judgment Day);s1e8_14;6689;
1;8;Shawn vs. the Red Phantom;Afternoon Delight (Song by Starland Vocal Band);s1e8_15;6709;
1;8;Shawn vs. the Red Phantom;Superman (Character from the Superman comics);s1e8_16;6016,6553;https://youtu.be/Q2l4bz1FT8U?t=10
1;8;Shawn vs. the Red Phantom;Pavel Chekov (Character from the Star Trek series);s1e8_17;6248,6773;
1;8;Shawn vs. the Red Phantom;My Little Pony (Entertainment franchise);s1e8_18;6085;
1;8;Shawn vs. the Red Phantom;Damien Thorn (Character from The Omen);s1e8_19;6845;
1;8;Shawn vs. the Red Phantom;Star Trek (TV Show);s1e8_20;6240;
1;8;Shawn vs. the Red Phantom;Simmons Beautyrest (Matress);s1e8_21;6165;https://youtu.be/dNyEcnwPJxk?t=16
1;8;Shawn vs. the Red Phantom;Batman & Robin (Movie);s1e8_22;6322;https://youtu.be/Vr6gACml4h0?t=35
1;9;Forget Me Not;Simba (Character in the movie The Lion King);s1e9_1;7195;
1;9;Forget Me Not;I am your father (Referencing the movie Star Wars: Episode VI - Return of the Jedi);s1e9_2;7195;https://youtu.be/_lOT2p_FCvA?t=67
1;9;Forget Me Not;Darth Vader (Character from the Star Wars movies);s1e9_3;7197;
1;9;Forget Me Not;James Earl Jones (Actor);s1e9_4;7198;
1;9;Forget Me Not;Mufasa (Character from the movie The Lion King);s1e9_5;7196,7197;
1;9;Forget Me Not;Ossie Davis (Actor);s1e9_6;7199;
1;9;Forget Me Not;I'm Not Rappaport (Movie);s1e9_7;7197,7199;
1;9;Forget Me Not;Bruce Lee (Actor/Marital artist);s1e9_8;6932,6937;
1;9;Forget Me Not;When Animals Attack! (TV special);s1e9_9;7159;
1;10;From the Earth to the Starbucks;Vincent Gallo (Actor);s1e10_1;8077;
1;10;From the Earth to the Starbucks;Don Cheadle (Actor);s1e10_2;8100;
1;10;From the Earth to the Starbucks;Kenickie (Character in the movie Grease);s1e10_3;8103;https://youtu.be/qpypGusvWDA?t=38
1;10;From the Earth to the Starbucks;Danny Zuko (Character in the movie Grease);s1e10_4;8103;https://youtu.be/qpypGusvWDA?t=38
1;10;From the Earth to the Starbucks;John Travolta (Actor);s1e10_5;8104;
1;10;From the Earth to the Starbucks;CIF Wrestling (California Interscholastic Federation Wrestling);s1e10_6;8143;
1;10;From the Earth to the Starbucks;Heisman (College football award);s1e10_7;8145;
1;10;From the Earth to the Starbucks;Prince (Musician);s1e10_8;8644,8646,8648;
1;10;From the Earth to the Starbucks;The Artist Formerly Known as Prince (Musician);s1e10_9;8646,8648;
1;10;From the Earth to the Starbucks;Did You Hear About Pluto?....That's Messed Up (Reference to Pluto no longer being classified as a planet);s1e10_11;8166;
1;10;From the Earth to the Starbucks;Comet (Cleanser);s1e10_12;8206;
1;10;From the Earth to the Starbucks;Milky Way (Chocolate bar);s1e10_13;8331;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;In The Heat Of The Night (TV Show/Movie);s1e11_1;8783;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Carroll O'Connor (Actor);s1e11_2;8784;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Rod Steiger (Actor);s1e11_3;8785;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Sidney Poitier (Actor);s1e11_4;8786;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;George Hamilton (Actor);s1e11_5;8963;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Queer Eye (TV Show);s1e11_6;8981;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Carson Kressley (Actor);s1e11_7;8984;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Jai Rodriguez (Actor);s1e11_8;8984;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;José Eber (Hairstylist/Entrepreneur);s1e11_9;9002;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Magically Delicious! (Referring to the cereal Lucky Charms);s1e11_10;9049,9069,9070;https://youtu.be/E-OYybJUR_I
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Burgess Meredith (Actor);s1e11_11;9253;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Hume Cronyn (Actor);s1e11_12;9254;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Nipsey Russell (Actor);s1e11_13;9254;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Scatman Crothers (Actor);s1e11_14;9257;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Flip Wilson (Actor/Writer);s1e11_15;9258;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Donald Pleasence (Actor);s1e11_16;9259;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Single White Female (Movie);s1e11_17;9276;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Rio Bravo (Movie);s1e11_18;9437;https://youtu.be/gI7qKyTcBbE?t=43
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;John Wayne (Actor);s1e11_19;9437,9554;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;Simon Cowell (Producer);s1e11_21;9175;
1;11;He Loves Me, He Loves Me Not, He Loves Me, Oops He's Dead!;LEGO (Toy production company);s1e11_22;9328,9330;
1;12;Cloudy... With a Chance of Murder;Space Mountain (Space-themed indoor roller coaster at Disney World);s1e12_1;9733;
1;12;Cloudy... With a Chance of Murder;The Scorpion and the Frog (Fable);s1e12_2;9738;
1;12;Cloudy... With a Chance of Murder;Michael Jackson (Musician);s1e12_3;9911;
1;12;Cloudy... With a Chance of Murder;Jack be nimble, Jack be quick (Nursery rhyme);s1e12_4;10060;
1;12;Cloudy... With a Chance of Murder;Law & Order (TV Show);s1e12_5;10246;
1;12;Cloudy... With a Chance of Murder;Johnny Appleseed (American missionary);s1e12_6;10179;
1;12;Cloudy... With a Chance of Murder;Man in the Mirror (Song by Michael Jackson);s1e12_7;9913;
1;12;Cloudy... With a Chance of Murder;Don't Mess with Texas (Slogan);s1e12_8;9726;
1;12;Cloudy... With a Chance of Murder;Guns don't kill people, people kill people (Slogan);s1e12_9;10497,10498;
1;13;Game, Set... Muuurder?;Battleship (Game);s1e13_1;10597,11239,11454;
1;13;Game, Set... Muuurder?;Who's got my golden arm? (Ghost story from the 1800s);s1e13_2;10671;
1;13;Game, Set... Muuurder?;Bashful, Grumpy, Dopey, Sleepy, Sneezy (Character from the movie Snow White and the Seven Dwarfs);s1e13_3;10716,10718;
1;13;Game, Set... Muuurder?;Whitesnake (Musicians);s1e13_4;10782;
1;13;Game, Set... Muuurder?;Airwolf (TV Show);s1e13_5;10785,10790,11236,11238;
1;13;Game, Set... Muuurder?;Jan-Michael Vincent (Actor);s1e13_6;10790;
1;13;Game, Set... Muuurder?;Tommy Lee Jones (Actor);s1e13_7;10979;
1;13;Game, Set... Muuurder?;The Fugitive (Movie);s1e13_8;10979;
1;13;Game, Set... Muuurder?;House (TV Show);s1e13_9;10982;
1;13;Game, Set... Muuurder?;House of the Long Shadows (Movie);s1e13_10;10983;
1;13;Game, Set... Muuurder?;Björn Borg (Tennis player);s1e13_11;10637;
1;13;Game, Set... Muuurder?;Valley Girl (Song by Frank Zappa and Moon Zappa);s1e13_12;10856,10857,10858;https://youtu.be/R5Q1yVLSR3I?t=275
1;13;Game, Set... Muuurder?;Ricky Martin (Singer);s1e13_13;11082;
1;13;Game, Set... Muuurder?;Enrique Iglesias (Singer);s1e13_14;11082;
1;13;Game, Set... Muuurder?;Geraldo Rivera (Journalist);s1e13_15;11082;
1;13;Game, Set... Muuurder?;Menudo (Boy band);s1e13_16;11082;
1;13;Game, Set... Muuurder?;The Twilight Zone (Media franchise and TV show);s1e13_17;11154;
1;13;Game, Set... Muuurder?;Dirty Diana (Song by Michael Jackson);s1e13_18;11322;
1;14;Poker? I Barely Know Her;Grover Cleveland (22nd and 24th president of the United States);s1e14_1;11518;
1;14;Poker? I Barely Know Her;Poker? I Barely Know Her (Referencing the movie Pee-wee's Big Adventure);s1e14_2;11796;
1;14;Poker? I Barely Know Her;227 (TV Show);s1e14_3;11666,11667;
1;14;Poker? I Barely Know Her;Marla Gibbs (Actress);s1e14_4;11667;
1;14;Poker? I Barely Know Her;Regina King (Actress);s1e14_5;11667;
1;14;Poker? I Barely Know Her;Jackée Harry (Actress);s1e14_6;11668;
1;14;Poker? I Barely Know Her;Hal Williams (Actor);s1e14_7;11668,11669;
1;14;Poker? I Barely Know Her;Lester Jenkins (Character from the TV show 227);s1e14_8;11669;
1;14;Poker? I Barely Know Her;Cameron Frye (Character in the movie Ferris Bueller's Day Off);s1e14_9;12004;
1;14;Poker? I Barely Know Her;James Bond (Character from James Bond);s1e14_10;11924;
1;14;Poker? I Barely Know Her;Matt Lauer (Journalist/Host of NBC's The Today Show);s1e14_11;12036;
1;14;Poker? I Barely Know Her;Diane Lane (Actress);s1e14_12;12036;
1;14;Poker? I Barely Know Her;Superman (Character from the Superman comics);s1e14_13;12071;
1;14;Poker? I Barely Know Her;Rocky Balboa (Character in the Rocky movies);s1e14_14;12072;
1;14;Poker? I Barely Know Her;Teri Polo (Actress);s1e14_15;12083;
1;14;Poker? I Barely Know Her;Chaka Khan (Musician);s1e14_16;12086;
1;14;Poker? I Barely Know Her;Passenger 57 (Movie);s1e14_17;12264,12265;https://youtu.be/QaIEZligRj8?t=91
1;14;Poker? I Barely Know Her;Wesley Snipes (Actor);s1e14_18;12264;
1;14;Poker? I Barely Know Her;The Lost Boys (Movie);s1e14_20;11528,11530;https://youtu.be/ww8VLDOu-E8?t=48
1;14;Poker? I Barely Know Her;Feng shui (Chinese geomancy);s1e14_21;11552;
1;14;Poker? I Barely Know Her;Let's Call the Whole Thing Off (Song by George Gershwin and Ira Gershwin);s1e14_22;11780,11781;https://youtu.be/LOILZ_D3aRg?t=103
1;14;Poker? I Barely Know Her;CHiPs (TV Show);s1e14_23;11794;
1;14;Poker? I Barely Know Her;Midnight Oil (Band);s1e14_24;12140;
1;14;Poker? I Barely Know Her;Peter, Peter, Pumpkin Eater (Nursery rhyme);s1e14_25;12187;
1;15;Scary Sherry: Bianca's Toast;One Tree Hill (TV Show);s1e15_1;12434;
1;15;Scary Sherry: Bianca's Toast;Chad Michael Murray (Actor);s1e15_2;12435;
1;15;Scary Sherry: Bianca's Toast;The Cosby Show (TV Show);s1e15_3;12474,12895;
1;15;Scary Sherry: Bianca's Toast;Hell Night (Movie);s1e15_4;12643;
1;15;Scary Sherry: Bianca's Toast;Vincent Van Patten (Actor);s1e15_5;12642;
1;15;Scary Sherry: Bianca's Toast;George Dzundza (Actor);s1e15_6;12700,12705;
1;15;Scary Sherry: Bianca's Toast;Basic Instinct (Movie);s1e15_7;12698;
1;15;Scary Sherry: Bianca's Toast;Michael Douglas (Actor);s1e15_8;12699;
1;15;Scary Sherry: Bianca's Toast;Sharon Stone (Actress);s1e15_9;12698;
1;15;Scary Sherry: Bianca's Toast;Green Day (Musician);s1e15_10;12723;
1;15;Scary Sherry: Bianca's Toast;The Omen (Movie);s1e15_11;12810;https://youtu.be/mDHisWRsE98
1;15;Scary Sherry: Bianca's Toast;The Silence of the Lambs (Movie);s1e15_12;12919;
1;15;Scary Sherry: Bianca's Toast;Scott Glenn (Actor);s1e15_13;12920;
1;15;Scary Sherry: Bianca's Toast;Omega-Mu (Referring to the sorority house in the movie Revenge of the Nerds);s1e15_14;12494;
1;15;Scary Sherry: Bianca's Toast;Good luck. We're all counting on you. (Reference from the movie Airplane!);s1e15_15;12856;
1;15;Scary Sherry: Bianca's Toast;The Haunted Mansion (Dark ride attraction);s1e15_16;12498;
1;15;Scary Sherry: Bianca's Toast;Queen of the Damned (Movie);s1e15_17;12543;
1;15;Scary Sherry: Bianca's Toast;Shiny Happy People (Song by R.E.M.);s1e15_18;12596;
1;15;Scary Sherry: Bianca's Toast;Bud (Character from The Cosby Show);s1e15_19;12474,12895,12897;
2;1;American Duos;Michael Jackson (Musician);s2e1_1;13043,13047;
2;1;American Duos;Billy Ocean (Musician);s2e1_2;13046,13048;
2;1;American Duos;Roland Orzabal (Musician);s2e1_3;13047,13048;
2;1;American Duos;Moonwalk (Dance);s2e1_4;13050,13052;
2;1;American Duos;Shout (Song by Tears For Fears);s2e1_5;13050,13596,14017;
2;1;American Duos;Lori Loughlin (Actress);s2e1_6;13092;
2;1;American Duos;V'Ger (Lifeforms encountered by the United Federation Of Planets in the movie Star Trek III: The Search for Spock);s2e1_7;13111;
2;1;American Duos;Stephen Collins (Actor);s2e1_8;13111;
2;1;American Duos;Star Trek: The Motion Picture (Movie);s2e1_9;13111;https://youtu.be/jazx5ROWlTs?t=60
2;1;American Duos;Take On Me (Song by a-ha);s2e1_10;13223,13224;
2;1;American Duos;a-ha (Musicians);s2e1_11;13280;
2;1;American Duos;Yankee Rose (Song by David Lee Roth);s2e1_12;13283;
2;1;American Duos;David Lee Roth (Musician);s2e1_13;13283;
2;1;American Duos;Les McKeown (Musician);s2e1_14;13367;
2;1;American Duos;Bay City Rollers (Musicians);s2e1_15;13367;
2;1;American Duos;Stomp The Yard (Movie);s2e1_16;13412;
2;1;American Duos;Everybody Hip Hop (Song by DJ Rankin);s2e1_17;13425;
2;1;American Duos;Everybody Loves Raymond (TV Show);s2e1_18;13473;
2;1;American Duos;Lindy Hop (Dance);s2e1_19;13481;
2;1;American Duos;Little Red Corvette (Song by Prince);s2e1_20;13542;https://youtu.be/v0KpfrJE4zw?t=47
2;1;American Duos;Rain Man (Movie);s2e1_21;13537,13538;
2;1;American Duos;Mr. Bean (TV Show);s2e1_22;13555,13595;
2;1;American Duos;Tony Randall (Actor);s2e1_23;13561;
2;1;American Duos;Hall & Oates (Musicians);s2e1_24;13613,13614;
2;1;American Duos;Keyser Soze (Character in the movie The Usual Suspects);s2e1_25;13629;
2;1;American Duos;Count Chocula (Cereal);s2e1_26;13675;
2;1;American Duos;Kris Kristofferson (Actor/Musician);s2e1_27;13733;
2;1;American Duos;William Hung (Musician);s2e1_28;13911;
2;1;American Duos;Geraldo Rivera (Journalist);s2e1_29;14002;
2;1;American Duos;Ricky Martin (Musician);s2e1_30;14003;
2;1;American Duos;Daft Punk (Musicians);s2e1_31;13274;
2;1;American Duos;American Idol (TV Show);s2e1_32;13098,13099,13100;
2;1;American Duos;Sanjaya Malakar (Singer);s2e1_33;13258,13259;https://youtu.be/MwJoEKuoOr8
2;1;American Duos;Svengali (Character from Trilby);s2e1_34;13430,13431,13433;
2;1;American Duos;Bride of Frankenstein (Movie);s2e1_35;13464;
2;1;American Duos;Under the Cherry Moon (Movie);s2e1_36;13543;
2;2;65 Million Years Off;Michael Jackson (Musician);s2e2_1;14085,14436;https://youtu.be/t34S3AwvH_Q?t=47
2;2;65 Million Years Off;Six Degrees of Dinosaurs (Reference to Six Degrees of Kevin Bacon);s2e2_2;14213;
2;2;65 Million Years Off;Dyno-Bites (Cereal);s2e2_3;14212;
2;2;65 Million Years Off;Fruity Pebbles (Cereal);s2e2_4;14212;
2;2;65 Million Years Off;Kevin Bacon (Actor);s2e2_5;14214;
2;2;65 Million Years Off;Dilophosaurus (Kind of Dinosaur);s2e2_6;14215;
2;2;65 Million Years Off;Terence Trent D'Arby (Musician);s2e2_7;14309,14310;
2;2;65 Million Years Off;Jeff Goldblum (Actor);s2e2_8;14356;
2;2;65 Million Years Off;Trilobites (Fish fossils);s2e2_9;14374,14379,14384;
2;2;65 Million Years Off;Pinhead, Chatterbox, Cenobite, Stitch, Surgeon (Characters in the Hellraiser movies);s2e2_10;14376;
2;2;65 Million Years Off;Battlezone (Video game);s2e2_11;14419;
2;2;65 Million Years Off;Tony Gwynn (Athlete);s2e2_12;14485;
2;2;65 Million Years Off;Sigourney Weaver (Actress);s2e2_13;14542;
2;2;65 Million Years Off;Alien (Movie);s2e2_14;14544;
2;2;65 Million Years Off;Aliens (Movie);s2e2_15;14543;
2;2;65 Million Years Off;Alien: Resurrection (Movie);s2e2_16;14545;
2;2;65 Million Years Off;Shia LaBeouf (Actor);s2e2_17;14546,14547;
2;2;65 Million Years Off;Holes (Movie);s2e2_18;14546;https://youtu.be/1X_wd7g5uGA
2;2;65 Million Years Off;Jon Voight (Actor);s2e2_19;14549;
2;2;65 Million Years Off;Anaconda (Movie);s2e2_20;14550;
2;2;65 Million Years Off;Gorillas in the Mist (Movie);s2e2_21;14552;
2;2;65 Million Years Off;Death and the Maiden (Movie);s2e2_22;14553;
2;2;65 Million Years Off;Half Moon Street (Movie);s2e2_23;14554;
2;2;65 Million Years Off;Of Mice and Men (Movie/Novel);s2e2_24;14739,14766;
2;2;65 Million Years Off;Lennie Small (Character in the movie/novel Of Mice and Men);s2e2_25;14740,14746,14747,14750,14793,14843,14844,14846;https://youtu.be/5Ddap2Pyhtw
2;2;65 Million Years Off;Lou Boudreau (Athlete);s2e2_26;14963,14965;
2;2;65 Million Years Off;Joe DiMaggio (Athlete);s2e2_27;14966;
2;3;Psy vs. Psy;The Home Depot (Home improvement company);s2e3_1;15084,15129,15709;
2;3;Psy vs. Psy;Mindy Cohn (Actress);s2e3_2;15094;
2;3;Psy vs. Psy;Facts of Life (TV Show);s2e3_3;15092,15093,15094;https://youtu.be/xFYR8-AX0QU?t=28
2;3;Psy vs. Psy;Reggie Jackson (Athlete);s2e3_4;15225;
2;3;Psy vs. Psy;Dyan Cannon (Actress);s2e3_5;15226;
2;3;Psy vs. Psy;Harvey Wallbanger (Mixed drink);s2e3_6;15226;
2;3;Psy vs. Psy;Ecks vs. Sever (Game);s2e3_7;15259;
2;3;Psy vs. Psy;Joe Versus The Volcano (Movie);s2e3_8;15260;
2;3;Psy vs. Psy;Jay Leno (Comedian/TV show host);s2e3_9;15287;
2;3;Psy vs. Psy;Kevin Eubanks (Musician);s2e3_10;15288;
2;3;Psy vs. Psy;David Mamet (Writer);s2e3_11;15327;
2;3;Psy vs. Psy;Brad Pitt (Actor);s2e3_12;15339;
2;3;Psy vs. Psy;Angelina Jolie (Actress);s2e3_13;15339;
2;3;Psy vs. Psy;Easy-Bake Ovens (Children's oven);s2e3_14;15687;
2;3;Psy vs. Psy;John Edwards (Politician);s2e3_15;15445;
2;3;Psy vs. Psy;Miss Cleo (Spokeswoman for a psychic pay-per-call service);s2e3_16;15446;
2;3;Psy vs. Psy;Gladys Knight & the Pips (Musicians);s2e3_17;15459,15460;
2;3;Psy vs. Psy;Ivan Boesky (American stock trader that played a prominent role in a Wall Street insider trading scandal);s2e3_18;15478;
2;3;Psy vs. Psy;Holly Hunter (Actress);s2e3_19;15601;
2;3;Psy vs. Psy;Broadcast News (Movie);s2e3_20;15601;https://youtu.be/2zTqIJeCd3c?
2;3;Psy vs. Psy;William Hurt (Actor);s2e3_21;15602;
2;3;Psy vs. Psy;Wicked (Musical);s2e3_22;15719;
2;3;Psy vs. Psy;Clarice (Character in the movie The Silence Of The Lambs);s2e3_23;15307;
2;3;Psy vs. Psy;William Shakespeare (English playwright);s2e3_24;15091;
2;3;Psy vs. Psy;Romeo and Juliet (Play by William Shakespeare);s2e3_25;15090,15091;
2;3;Psy vs. Psy;Waiting for Godot (Play by Samuel Beckett);s2e3_26;15055;
